session_id,mechanism,D,R,driver_id,c_j,matched,tau_driver,pay_driver,match_id
7dee3e30,DA,40,20,17,6.502261400552615,1,0.4,6.88,10
7dee3e30,DA,40,20,18,4.794782219670459,1,1.4000000000000001,6.08,17
7dee3e30,DA,40,20,19,12.183320402198028,0,10.0,0.0,-1
7dee3e30,DA,40,20,20,5.140609315840997,1,0.0,7.2,0
7dee3e30,DA,40,20,21,4.823490430623223,1,0.6000000000000001,6.720000000000001,13
7dee3e30,DA,40,20,22,3.497137604752674,1,1.1,6.32,15
7dee3e30,DA,40,20,23,6.222194448763015,1,0.0,7.2,2
7dee3e30,DA,40,20,24,2.618148579015869,1,4.6000000000000005,4.0,19
7dee3e30,DA,40,20,25,6.5626535223589,0,10.0,0.0,-1
7dee3e30,DA,40,20,26,2.49460867972252,1,2.3000000000000003,5.359999999999999,18
7dee3e30,DA,40,20,27,6.1878256286477535,1,0.2,7.040000000000001,4
7dee3e30,DA,40,20,28,10.60224269291946,0,10.0,0.0,-1
7dee3e30,DA,40,20,29,7.514769644656812,0,10.0,0.0,-1
7dee3e30,DA,40,20,30,6.171437008743636,1,0.2,7.040000000000001,5
7dee3e30,DA,40,20,31,8.206985363427235,0,10.0,0.0,-1
7dee3e30,DA,40,20,32,6.171426754575129,1,0.1,7.120000000000001,3
7dee3e30,DA,40,20,33,9.629962796771002,0,10.0,0.0,-1
7dee3e30,DA,40,20,34,5.088047903928956,1,0.0,7.2,1
7dee3e30,DA,40,20,35,4.173566070972842,1,1.3,6.16,16
7dee3e30,DA,40,20,36,8.232806025447967,0,10.0,0.0,-1
7dee3e30,DA,40,20,37,3.8027579312218402,0,10.0,0.0,-1
7dee3e30,DA,40,20,38,3.071944844584809,1,0.30000000000000004,6.96,7
7dee3e30,DA,40,20,39,6.5088389356015615,0,10.0,0.0,-1
beded936,DA,40,40,0,17.728563983691224,0,10.0,0.0,-1
beded936,DA,40,40,1,3.5137822171230995,1,0.8,6.56,17
beded936,DA,40,40,2,2.9091768279102492,1,0.0,7.2,0
beded936,DA,40,40,3,4.265071181164596,1,0.1,7.120000000000001,4
beded936,DA,40,40,4,2.9902883243188683,1,0.5,6.800000000000001,13
beded936,DA,40,40,5,6.337144566775463,1,0.9,6.48,18
beded936,DA,40,40,6,2.497893651984447,1,0.8,6.56,16
beded936,DA,40,40,7,5.814418725298262,1,0.1,7.120000000000001,5
beded936,DA,40,40,8,12.827261277513635,0,10.0,0.0,-1
beded936,DA,40,40,9,5.4393772175025905,1,0.2,7.040000000000001,7
beded936,DA,40,40,10,5.852800022326177,1,0.5,6.800000000000001,11
beded936,DA,40,40,11,17.624563848293587,0,10.0,0.0,-1
beded936,DA,40,40,12,3.3598195541165916,1,0.30000000000000004,6.96,9
beded936,DA,40,40,13,15.352776806425814,0,10.0,0.0,-1
beded936,DA,40,40,14,3.742351059005917,1,0.7000000000000001,6.640000000000001,15
beded936,DA,40,40,15,6.146252704687718,1,0.5,6.800000000000001,12
beded936,DA,40,40,16,9.437443003568818,0,10.0,0.0,-1
beded936,DA,40,40,17,8.682372689411125,0,10.0,0.0,-1
beded936,DA,40,40,18,3.6821488721252944,1,1.1,6.32,22
beded936,DA,40,40,19,5.325589974670132,1,1.6,5.920000000000001,25
beded936,DA,40,40,20,4.707100093785927,1,0.30000000000000004,6.96,10
beded936,DA,40,40,21,4.625580696386805,1,0.0,7.2,3
beded936,DA,40,40,22,4.986330711447972,1,1.0,6.4,21
beded936,DA,40,40,23,4.343842266731788,1,1.0,6.4,19
beded936,DA,40,40,24,10.470492014205485,0,10.0,0.0,-1
beded936,DA,40,40,25,4.112518285471758,1,1.0,6.4,20
beded936,DA,40,40,26,3.59847509826984,1,1.1,6.32,23
beded936,DA,40,40,27,4.648102712683183,1,0.30000000000000004,6.96,8
beded936,DA,40,40,28,11.899837282626438,0,10.0,0.0,-1
beded936,DA,40,40,29,4.900160186526901,1,1.3,6.16,24
beded936,DA,40,40,30,6.588311796490336,0,10.0,0.0,-1
beded936,DA,40,40,31,4.424911900990769,1,0.0,7.2,1
beded936,DA,40,40,32,14.608038584775198,0,10.0,0.0,-1
beded936,DA,40,40,33,4.335481230121602,1,0.0,7.2,2
beded936,DA,40,40,34,6.496493418837158,1,0.2,7.040000000000001,6
beded936,DA,40,40,35,10.487814398388455,0,10.0,0.0,-1
beded936,DA,40,40,36,6.520248285803409,1,0.5,6.800000000000001,14
beded936,DA,40,40,37,12.971698767932516,0,10.0,0.0,-1
beded936,DA,40,40,38,7.524819090657431,0,10.0,0.0,-1
beded936,DA,40,40,39,7.046549744399208,0,10.0,0.0,-1
ad3eb832,DA,40,40,0,7.253516067838,0,10.0,0.0,-1
ad3eb832,DA,40,40,1,8.246703191719977,0,10.0,0.0,-1
ad3eb832,DA,40,40,2,8.718212100872982,0,10.0,0.0,-1
ad3eb832,DA,40,40,3,5.1074364304344515,1,1.1,6.32,13
ad3eb832,DA,40,40,4,6.832250447210315,0,10.0,0.0,-1
ad3eb832,DA,40,40,5,4.956841415542753,1,0.0,7.2,2
ad3eb832,DA,40,40,6,2.889922320181673,1,0.0,7.2,0
ad3eb832,DA,40,40,7,5.11451684546131,1,1.5,6.0,16
ad3eb832,DA,40,40,8,5.170628277002557,1,0.5,6.800000000000001,8
ad3eb832,DA,40,40,9,9.881753025574001,0,10.0,0.0,-1
ad3eb832,DA,40,40,10,4.368628011708693,1,0.0,7.2,3
ad3eb832,DA,40,40,11,7.1558676921690365,0,10.0,0.0,-1
ad3eb832,DA,40,40,12,7.544675789041752,0,10.0,0.0,-1
ad3eb832,DA,40,40,13,5.700727329621581,1,1.3,6.16,14
ad3eb832,DA,40,40,14,12.711578630793754,0,10.0,0.0,-1
ad3eb832,DA,40,40,15,7.781785728519648,0,10.0,0.0,-1
ad3eb832,DA,40,40,16,3.6468038816999133,1,1.0,6.4,12
ad3eb832,DA,40,40,17,9.646662102028747,0,10.0,0.0,-1
ad3eb832,DA,40,40,18,6.129634864231126,0,10.0,0.0,-1
ad3eb832,DA,40,40,19,5.438016208868321,1,0.2,7.040000000000001,4
ad3eb832,DA,40,40,20,4.256292899234871,1,0.4,6.88,7
ad3eb832,DA,40,40,21,4.945226218427093,0,10.0,0.0,-1
ad3eb832,DA,40,40,22,11.381896802492275,0,10.0,0.0,-1
ad3eb832,DA,40,40,23,8.76029080167583,0,10.0,0.0,-1
ad3eb832,DA,40,40,24,4.243362649137248,1,1.7000000000000002,5.84,17
ad3eb832,DA,40,40,25,10.487391719359561,0,10.0,0.0,-1
ad3eb832,DA,40,40,26,9.411158267942026,0,10.0,0.0,-1
ad3eb832,DA,40,40,27,10.008673696407245,0,10.0,0.0,-1
ad3eb832,DA,40,40,28,4.423640379630559,1,0.30000000000000004,6.96,6
ad3eb832,DA,40,40,29,8.513046112497003,0,10.0,0.0,-1
ad3eb832,DA,40,40,30,2.7312027410759665,1,0.0,7.2,1
ad3eb832,DA,40,40,31,12.720633903860186,0,10.0,0.0,-1
ad3eb832,DA,40,40,32,16.85269094077513,0,10.0,0.0,-1
ad3eb832,DA,40,40,33,4.600738372518039,1,0.5,6.800000000000001,9
ad3eb832,DA,40,40,34,7.471198953963153,0,10.0,0.0,-1
ad3eb832,DA,40,40,35,4.057033727014109,1,1.3,6.16,15
ad3eb832,DA,40,40,36,4.664021629129075,1,0.30000000000000004,6.96,5
ad3eb832,DA,40,40,37,7.353372862575817,0,10.0,0.0,-1
ad3eb832,DA,40,40,38,4.878808317177553,1,0.7000000000000001,6.640000000000001,11
ad3eb832,DA,40,40,39,3.853784936471285,1,0.6000000000000001,6.720000000000001,10
ad3fc0c1,DA,40,40,0,2.309094077706609,1,0.5,6.800000000000001,14
ad3fc0c1,DA,40,40,1,5.787392339713946,1,1.5,6.0,18
ad3fc0c1,DA,40,40,2,7.476864932348627,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,3,7.423957168360557,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,4,6.515351127683484,1,0.4,6.88,11
ad3fc0c1,DA,40,40,5,6.081317980435333,1,0.1,7.120000000000001,4
ad3fc0c1,DA,40,40,6,3.5740358410889286,1,0.4,6.88,13
ad3fc0c1,DA,40,40,7,8.846811859389366,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,8,3.882581285895512,1,0.7000000000000001,6.640000000000001,15
ad3fc0c1,DA,40,40,9,4.216204904553236,1,1.0,6.4,17
ad3fc0c1,DA,40,40,10,8.197433816235952,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,11,5.477173337871151,1,0.0,7.2,2
ad3fc0c1,DA,40,40,12,4.163937290977466,1,2.0,5.6000000000000005,20
ad3fc0c1,DA,40,40,13,3.025566439147215,1,0.1,7.120000000000001,6
ad3fc0c1,DA,40,40,14,3.9728566682699054,1,0.30000000000000004,6.96,10
ad3fc0c1,DA,40,40,15,4.607912866373894,1,0.0,7.2,1
ad3fc0c1,DA,40,40,16,6.853594315298532,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,17,9.523017407346783,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,18,8.69675504661545,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,19,6.292033012131878,1,0.0,7.2,0
ad3fc0c1,DA,40,40,20,8.019065293773425,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,21,6.601217582486375,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,22,3.784601758563041,1,0.4,6.88,12
ad3fc0c1,DA,40,40,23,5.844221963577245,1,0.1,7.120000000000001,5
ad3fc0c1,DA,40,40,24,8.675713170970834,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,25,9.048546702442975,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,26,11.689474444049774,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,27,4.933598265899409,1,0.30000000000000004,6.96,9
ad3fc0c1,DA,40,40,28,6.681675677945825,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,29,6.815615478323614,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,30,10.818384013407414,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,31,8.751940465479615,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,32,6.553547070805235,1,0.1,7.120000000000001,3
ad3fc0c1,DA,40,40,33,5.385022741805681,1,0.2,7.040000000000001,8
ad3fc0c1,DA,40,40,34,7.875956075076509,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,35,3.2755678391883296,1,0.7000000000000001,6.640000000000001,16
ad3fc0c1,DA,40,40,36,9.804576706868518,0,10.0,0.0,-1
ad3fc0c1,DA,40,40,37,2.6576992859502506,1,0.1,7.120000000000001,7
ad3fc0c1,DA,40,40,38,4.0669730136827615,1,1.6,5.920000000000001,19
ad3fc0c1,DA,40,40,39,7.589623223590322,0,10.0,0.0,-1
d6cf819b,DA,40,40,0,4.069541364197686,1,1.2000000000000002,6.24,23
d6cf819b,DA,40,40,1,5.988576150114922,1,0.5,6.800000000000001,13
d6cf819b,DA,40,40,2,5.741432097604734,1,0.0,7.2,0
d6cf819b,DA,40,40,3,5.0289172911607505,1,1.6,5.920000000000001,25
d6cf819b,DA,40,40,4,4.230827336016394,1,0.0,7.2,1
d6cf819b,DA,40,40,5,3.2174112200058604,1,0.0,7.2,6
d6cf819b,DA,40,40,6,5.694089922074227,1,0.0,7.2,4
d6cf819b,DA,40,40,7,6.4704544356615,0,10.0,0.0,-1
d6cf819b,DA,40,40,8,5.117475249202332,1,2.0,5.6000000000000005,26
d6cf819b,DA,40,40,9,5.362293209807804,1,0.7000000000000001,6.640000000000001,18
d6cf819b,DA,40,40,10,7.937291615545769,0,10.0,0.0,-1
d6cf819b,DA,40,40,11,5.082403072000994,1,0.2,7.040000000000001,7
d6cf819b,DA,40,40,12,3.1256508838413724,1,1.1,6.32,20
d6cf819b,DA,40,40,13,12.165156570496706,0,10.0,0.0,-1
d6cf819b,DA,40,40,14,7.241307610978838,0,10.0,0.0,-1
d6cf819b,DA,40,40,15,4.266861050892283,1,0.30000000000000004,6.96,11
d6cf819b,DA,40,40,16,5.685597299529622,1,0.4,6.88,12
d6cf819b,DA,40,40,17,7.683363383802771,0,10.0,0.0,-1
d6cf819b,DA,40,40,18,6.634134192549504,0,10.0,0.0,-1
d6cf819b,DA,40,40,19,4.6325806701251055,1,1.1,6.32,21
d6cf819b,DA,40,40,20,6.434405028226611,1,0.0,7.2,2
d6cf819b,DA,40,40,21,6.8366692976462184,0,10.0,0.0,-1
d6cf819b,DA,40,40,22,9.452832316302107,0,10.0,0.0,-1
d6cf819b,DA,40,40,23,2.802180969674475,1,1.3,6.16,24
d6cf819b,DA,40,40,24,6.417984977896657,1,0.6000000000000001,6.720000000000001,15
d6cf819b,DA,40,40,25,4.850829627330846,1,0.6000000000000001,6.720000000000001,14
d6cf819b,DA,40,40,26,8.076952988910525,0,10.0,0.0,-1
d6cf819b,DA,40,40,27,5.35338465544659,1,1.0,6.4,19
d6cf819b,DA,40,40,28,6.506479742208777,1,0.2,7.040000000000001,8
d6cf819b,DA,40,40,29,13.75187889737989,0,10.0,0.0,-1
d6cf819b,DA,40,40,30,5.04757286945983,1,0.6000000000000001,6.720000000000001,17
d6cf819b,DA,40,40,31,6.602968822743479,1,0.30000000000000004,6.96,10
d6cf819b,DA,40,40,32,5.056185755051498,1,0.6000000000000001,6.720000000000001,16
d6cf819b,DA,40,40,33,9.352129805152938,0,10.0,0.0,-1
d6cf819b,DA,40,40,34,5.773357198508139,1,0.0,7.2,5
d6cf819b,DA,40,40,35,6.580943861103478,0,10.0,0.0,-1
d6cf819b,DA,40,40,36,9.751935237613628,0,10.0,0.0,-1
d6cf819b,DA,40,40,37,4.881767428210893,1,0.0,7.2,3
d6cf819b,DA,40,40,38,4.82752447468173,1,0.30000000000000004,6.96,9
d6cf819b,DA,40,40,39,5.160725969008647,1,1.2000000000000002,6.24,22
37f614d2,DA,40,40,0,6.490851419460386,1,0.1,7.120000000000001,5
37f614d2,DA,40,40,1,6.65606440968352,1,0.1,7.120000000000001,6
37f614d2,DA,40,40,2,11.44888946163793,0,10.0,0.0,-1
37f614d2,DA,40,40,3,7.32444897188688,0,10.0,0.0,-1
37f614d2,DA,40,40,4,11.276310232715,0,10.0,0.0,-1
37f614d2,DA,40,40,5,9.105167448752104,0,10.0,0.0,-1
37f614d2,DA,40,40,6,5.557920968452303,1,1.7000000000000002,5.84,19
37f614d2,DA,40,40,7,9.000231987325988,0,10.0,0.0,-1
37f614d2,DA,40,40,8,7.089584435623697,0,10.0,0.0,-1
37f614d2,DA,40,40,9,6.088721081118615,1,0.0,7.2,0
37f614d2,DA,40,40,10,6.838959819953498,0,10.0,0.0,-1
37f614d2,DA,40,40,11,2.6303327274302366,1,0.2,7.040000000000001,8
37f614d2,DA,40,40,12,6.20290050641053,0,10.0,0.0,-1
37f614d2,DA,40,40,13,3.4812813135667287,1,0.0,7.2,2
37f614d2,DA,40,40,14,4.983225846069312,1,2.0,5.6000000000000005,21
37f614d2,DA,40,40,15,8.253272969916239,0,10.0,0.0,-1
37f614d2,DA,40,40,16,15.36350340054922,0,10.0,0.0,-1
37f614d2,DA,40,40,17,6.165402221927106,0,10.0,0.0,-1
37f614d2,DA,40,40,18,5.9606628961045125,1,0.0,7.2,4
37f614d2,DA,40,40,19,5.424231743958612,1,0.9,6.48,13
37f614d2,DA,40,40,20,5.297605954862416,1,0.9,6.48,14
37f614d2,DA,40,40,21,5.496201304861287,1,0.0,7.2,1
37f614d2,DA,40,40,22,4.154806482063123,1,0.9,6.48,15
37f614d2,DA,40,40,23,3.9564593201018425,1,2.2,5.44,23
37f614d2,DA,40,40,24,3.8734509206828203,1,1.1,6.32,16
37f614d2,DA,40,40,25,4.18097707276486,1,0.4,6.88,9
37f614d2,DA,40,40,26,4.005040042128573,1,2.0,5.6000000000000005,22
37f614d2,DA,40,40,27,6.784817096420206,1,0.2,7.040000000000001,7
37f614d2,DA,40,40,28,2.9197103023888102,1,1.9000000000000001,5.68,20
37f614d2,DA,40,40,29,4.875089818448807,1,0.7000000000000001,6.640000000000001,12
37f614d2,DA,40,40,30,7.093325748966029,0,10.0,0.0,-1
37f614d2,DA,40,40,31,4.721747002633651,1,1.1,6.32,17
37f614d2,DA,40,40,32,5.928228246138526,1,0.7000000000000001,6.640000000000001,11
37f614d2,DA,40,40,33,9.051224414354872,0,10.0,0.0,-1
37f614d2,DA,40,40,34,3.030994847754735,1,0.0,7.2,3
37f614d2,DA,40,40,35,6.509086107504594,1,0.5,6.800000000000001,10
37f614d2,DA,40,40,36,7.682487179058019,0,10.0,0.0,-1
37f614d2,DA,40,40,37,7.698252723725779,0,10.0,0.0,-1
37f614d2,DA,40,40,38,8.262721295267367,0,10.0,0.0,-1
37f614d2,DA,40,40,39,5.744338020796989,1,1.6,5.920000000000001,18
c52ba041,FPi,20,20,0,6.60428853608159,1,2.7,8.0,7
c52ba041,FPi,20,20,1,8.36861683690888,0,10.0,0.0,-1
c52ba041,FPi,20,20,2,4.783319080887149,0,10.0,0.0,-1
c52ba041,FPi,20,20,3,3.3912056217818494,1,3.0,8.0,9
c52ba041,FPi,20,20,4,7.60032725303549,1,2.7,8.0,8
c52ba041,FPi,20,20,5,5.350451566157847,0,10.0,0.0,-1
c52ba041,FPi,20,20,6,11.68929882625534,0,10.0,0.0,-1
c52ba041,FPi,20,20,7,8.387712851961712,0,10.0,0.0,-1
c52ba041,FPi,20,20,8,6.918289615437431,1,3.5,8.0,10
c52ba041,FPi,20,20,9,4.933480608364123,1,3.9000000000000004,8.0,11
c52ba041,FPi,20,20,10,6.9102466458114975,1,2.3,8.0,3
c52ba041,FPi,20,20,11,8.440503905500627,0,10.0,0.0,-1
c52ba041,FPi,20,20,12,7.135047420573248,1,2.7,8.0,5
c52ba041,FPi,20,20,13,7.733543153901814,1,2.1,8.0,2
c52ba041,FPi,20,20,14,5.715766267052907,1,2.0,8.0,1
c52ba041,FPi,20,20,15,6.116502943835418,1,2.7,8.0,6
c52ba041,FPi,20,20,16,14.309671216747287,0,10.0,0.0,-1
c52ba041,FPi,20,20,17,6.77168321303335,1,2.0,8.0,0
c52ba041,FPi,20,20,18,9.301830191221804,0,10.0,0.0,-1
c52ba041,FPi,20,20,19,6.0943187262021254,1,2.4,8.0,4
b999c635,FPi,20,20,0,6.326306769338281,1,2.2,8.0,5
b999c635,FPi,20,20,1,5.625721100021121,0,10.0,0.0,-1
b999c635,FPi,20,20,2,6.276256635034341,1,2.6,8.0,12
b999c635,FPi,20,20,3,3.2441732426652345,1,2.6,8.0,13
b999c635,FPi,20,20,4,11.219030567822388,0,10.0,0.0,-1
b999c635,FPi,20,20,5,12.190106434332193,0,10.0,0.0,-1
b999c635,FPi,20,20,6,5.717602541707846,1,2.4,8.0,10
b999c635,FPi,20,20,7,9.836299054118616,0,10.0,0.0,-1
b999c635,FPi,20,20,8,4.302308711942842,1,2.0,8.0,0
b999c635,FPi,20,20,9,10.185420377647512,0,10.0,0.0,-1
b999c635,FPi,20,20,10,6.335103880725185,1,2.2,8.0,3
b999c635,FPi,20,20,11,5.444670575513138,1,2.1,8.0,1
b999c635,FPi,20,20,12,4.521671854763703,1,2.4,8.0,8
b999c635,FPi,20,20,13,5.31057825423923,1,2.2,8.0,4
b999c635,FPi,20,20,14,6.42174185432127,1,2.5,8.0,11
b999c635,FPi,20,20,15,4.377488223438588,1,2.2,8.0,6
b999c635,FPi,20,20,16,7.728371910073621,1,2.1,8.0,2
b999c635,FPi,20,20,17,7.612353843300134,1,2.4,8.0,9
b999c635,FPi,20,20,18,5.711729963715113,1,2.4,8.0,7
b999c635,FPi,20,20,19,5.566207219359617,0,10.0,0.0,-1
b68a83ad,FPi,20,20,0,8.180811059363341,0,10.0,0.0,-1
b68a83ad,FPi,20,20,1,3.7429909112660096,1,2.3,8.0,7
b68a83ad,FPi,20,20,2,14.26866595885025,0,10.0,0.0,-1
b68a83ad,FPi,20,20,3,5.171404530150375,1,2.4,8.0,10
b68a83ad,FPi,20,20,4,6.003595902201494,1,2.1,8.0,4
b68a83ad,FPi,20,20,5,10.384792007002233,0,10.0,0.0,-1
b68a83ad,FPi,20,20,6,8.650804825576662,0,10.0,0.0,-1
b68a83ad,FPi,20,20,7,3.4459630989182655,1,2.6,8.0,11
b68a83ad,FPi,20,20,8,5.368004285181825,1,2.0,8.0,0
b68a83ad,FPi,20,20,9,5.0135492704225175,1,2.2,8.0,5
b68a83ad,FPi,20,20,10,6.957030954142288,1,2.2,8.0,6
b68a83ad,FPi,20,20,11,7.807994879330922,1,2.1,8.0,2
b68a83ad,FPi,20,20,12,5.516782749646802,1,2.1,8.0,3
b68a83ad,FPi,20,20,13,5.690405874874415,1,2.9,8.0,13
b68a83ad,FPi,20,20,14,8.114153948311893,0,10.0,0.0,-1
b68a83ad,FPi,20,20,15,4.435978896251685,1,2.4,8.0,8
b68a83ad,FPi,20,20,16,8.716725991181104,0,10.0,0.0,-1
b68a83ad,FPi,20,20,17,2.7334457138244375,1,2.0,8.0,1
b68a83ad,FPi,20,20,18,6.746687882599751,1,2.9,8.0,12
b68a83ad,FPi,20,20,19,4.513947984107364,1,2.4,8.0,9
488c9fa4,FPi,20,20,0,5.870362171071284,1,2.2,8.0,13
488c9fa4,FPi,20,20,1,3.853206046432904,1,2.1,8.0,8
488c9fa4,FPi,20,20,2,6.561408164759851,1,2.1,8.0,9
488c9fa4,FPi,20,20,3,5.751621355971995,0,10.0,0.0,-1
488c9fa4,FPi,20,20,4,3.0796355876487693,1,2.0,8.0,3
488c9fa4,FPi,20,20,5,5.676668650249972,1,2.2,8.0,11
488c9fa4,FPi,20,20,6,4.054663025177525,1,2.1,8.0,6
488c9fa4,FPi,20,20,7,6.117247133679119,1,2.4,8.0,15
488c9fa4,FPi,20,20,8,3.698743826944639,1,2.2,8.0,12
488c9fa4,FPi,20,20,9,5.491977646162666,0,10.0,0.0,-1
488c9fa4,FPi,20,20,10,7.274353030383979,1,2.0,8.0,1
488c9fa4,FPi,20,20,11,9.344496229170275,0,10.0,0.0,-1
488c9fa4,FPi,20,20,12,5.1776655505987685,1,2.2,8.0,10
488c9fa4,FPi,20,20,13,3.6894489444424603,1,2.1,8.0,7
488c9fa4,FPi,20,20,14,5.655616797628768,1,2.0,8.0,4
488c9fa4,FPi,20,20,15,7.9381646478333545,1,2.0,8.0,0
488c9fa4,FPi,20,20,16,4.698915074618355,1,2.0,8.0,2
488c9fa4,FPi,20,20,17,8.890168896891954,0,10.0,0.0,-1
488c9fa4,FPi,20,20,18,4.0269834092857755,1,2.1,8.0,5
488c9fa4,FPi,20,20,19,5.891964605655406,1,2.2,8.0,14
15141083,FPi,20,20,0,2.6502182334953894,1,2.0,8.0,2
15141083,FPi,20,20,1,5.702356137325111,1,2.3,8.0,6
15141083,FPi,20,20,2,7.828852871361,1,2.7,8.0,9
15141083,FPi,20,20,3,5.1910926352648135,1,2.5,8.0,8
15141083,FPi,20,20,4,10.187419241441075,0,10.0,0.0,-1
15141083,FPi,20,20,5,7.862022932221468,1,2.8,8.0,10
15141083,FPi,20,20,6,4.810676017487301,1,2.1,8.0,4
15141083,FPi,20,20,7,8.120902538495054,0,10.0,0.0,-1
15141083,FPi,20,20,8,6.474343157994915,1,2.5,8.0,7
15141083,FPi,20,20,9,12.292915209466598,0,10.0,0.0,-1
15141083,FPi,20,20,10,10.414245006946903,0,10.0,0.0,-1
15141083,FPi,20,20,11,10.775010907844388,0,10.0,0.0,-1
15141083,FPi,20,20,12,11.905458483519556,0,10.0,0.0,-1
15141083,FPi,20,20,13,7.399788824062853,1,2.1,8.0,3
15141083,FPi,20,20,14,7.606480898128016,1,2.0,8.0,0
15141083,FPi,20,20,15,6.385003140428679,1,2.0,8.0,1
15141083,FPi,20,20,16,8.59701769833294,0,10.0,0.0,-1
15141083,FPi,20,20,17,8.67079998750137,0,10.0,0.0,-1
15141083,FPi,20,20,18,8.07810891174461,0,10.0,0.0,-1
15141083,FPi,20,20,19,6.8406700188152625,1,2.2,8.0,5
91aa941b,FPi,20,40,0,5.099059463392178,1,2.4,8.0,7
91aa941b,FPi,20,40,1,5.299753492088189,1,2.6,8.0,12
91aa941b,FPi,20,40,2,6.0163300801882444,1,2.9,8.0,15
91aa941b,FPi,20,40,3,4.250377709458217,1,2.1,8.0,1
91aa941b,FPi,20,40,4,5.990963646325746,1,2.5,8.0,9
91aa941b,FPi,20,40,5,11.698033542232753,0,10.0,0.0,-1
91aa941b,FPi,20,40,6,13.107115350811995,0,10.0,0.0,-1
91aa941b,FPi,20,40,7,5.917856856391731,1,2.7,8.0,14
91aa941b,FPi,20,40,8,5.428843065569633,1,2.6,8.0,13
91aa941b,FPi,20,40,9,4.316381460911991,1,2.5,8.0,10
91aa941b,FPi,20,40,10,8.882810987675768,0,10.0,0.0,-1
91aa941b,FPi,20,40,11,3.0994503523661012,1,2.3,8.0,5
91aa941b,FPi,20,40,12,4.15745497664499,1,2.5,8.0,11
91aa941b,FPi,20,40,13,5.72487447669844,1,2.1,8.0,2
91aa941b,FPi,20,40,14,8.708629248149942,0,10.0,0.0,-1
91aa941b,FPi,20,40,15,4.1233001025234355,1,2.3,8.0,6
91aa941b,FPi,20,40,16,2.292774214827845,1,2.2,8.0,3
91aa941b,FPi,20,40,17,6.642641498746264,1,2.1,8.0,0
91aa941b,FPi,20,40,18,6.734248454434776,1,2.5,8.0,8
91aa941b,FPi,20,40,19,3.522387239870684,1,2.2,8.0,4
b4fee1ea,FPi,20,40,0,6.945482303351172,1,2.3,8.0,6
b4fee1ea,FPi,20,40,1,2.707493044915585,1,2.2,8.0,3
b4fee1ea,FPi,20,40,2,7.806312264521099,1,2.4,8.0,9
b4fee1ea,FPi,20,40,3,6.877446846611267,1,2.8,8.0,18
b4fee1ea,FPi,20,40,4,6.767281961861152,1,2.0,8.0,2
b4fee1ea,FPi,20,40,5,4.932057478301167,1,2.0,8.0,0
b4fee1ea,FPi,20,40,6,6.740446697960225,1,2.2,8.0,4
b4fee1ea,FPi,20,40,7,5.4961318994022,1,2.2,8.0,5
b4fee1ea,FPi,20,40,8,4.1515323486803934,1,2.5,8.0,11
b4fee1ea,FPi,20,40,9,3.0378617900108567,1,2.3,8.0,7
b4fee1ea,FPi,20,40,10,10.151265639881725,0,10.0,0.0,-1
b4fee1ea,FPi,20,40,11,4.94510516689896,1,2.5,8.0,12
b4fee1ea,FPi,20,40,12,5.626540311353229,1,2.7,8.0,15
b4fee1ea,FPi,20,40,13,4.8575270291897965,1,2.7,8.0,14
b4fee1ea,FPi,20,40,14,7.06525096123896,1,2.3,8.0,8
b4fee1ea,FPi,20,40,15,7.421222452031662,1,2.6,8.0,13
b4fee1ea,FPi,20,40,16,5.658025885952878,1,2.0,8.0,1
b4fee1ea,FPi,20,40,17,6.799707426952527,1,2.7,8.0,16
b4fee1ea,FPi,20,40,18,7.452468034196673,1,2.4,8.0,10
b4fee1ea,FPi,20,40,19,7.783409687800183,1,2.7,8.0,17
61b77371,FPi,20,40,0,4.455422304853375,1,2.9,8.0,16
61b77371,FPi,20,40,1,5.665377596038481,1,2.0,8.0,4
61b77371,FPi,20,40,2,20.623293735184035,0,10.0,0.0,-1
61b77371,FPi,20,40,3,4.701826111933503,1,2.0,8.0,1
61b77371,FPi,20,40,4,6.546848072769619,1,2.6,8.0,14
61b77371,FPi,20,40,5,6.245240177973367,1,3.0,8.0,17
61b77371,FPi,20,40,6,6.810357516991592,1,2.7,8.0,15
61b77371,FPi,20,40,7,7.303639088718478,1,2.4,8.0,10
61b77371,FPi,20,40,8,6.871850759284302,1,2.0,8.0,2
61b77371,FPi,20,40,9,6.246170413546424,1,2.3,8.0,8
61b77371,FPi,20,40,10,5.471274225265377,1,2.5,8.0,12
